gene,gene_full,vulnerability_score
SPC24,SPC24 (147841),0.03583748
POLR2C,POLR2C (5432),0.03581981
SRRM1,SRRM1 (10250),0.035806034
ZRSR2,ZRSR2 (8233),0.035752583
NDC1,NDC1 (55706),0.035725035
PREB,PREB (10113),0.03572359
CTNNBL1,CTNNBL1 (56259),0.035689995
SDAD1,SDAD1 (55153),0.035672683
SBNO1,SBNO1 (55206),0.035657447
MED4,MED4 (29079),0.035625786
PSMD3,PSMD3 (5709),0.035589878
ELP5,ELP5 (23587),0.035585612
FPR2,FPR2 (2358),0.03557742
NUS1,NUS1 (116150),0.035573594
DR1,DR1 (1810),0.035571665
ZBTB8OS,ZBTB8OS (339487),0.035567977
GCC2,GCC2 (9648),0.035519514
EIF3I,EIF3I (8668),0.035408236
PSMC4,PSMC4 (5704),0.035369936
UPF1,UPF1 (5976),0.03535286
DTX2,DTX2 (113878),0.03533568
COX7C,COX7C (1350),0.03531307
RBM8A,RBM8A (9939),0.035275582
LSG1,LSG1 (55341),0.035248566
SUMO2,SUMO2 (6613),0.03524344
CENPE,CENPE (1062),0.035238348
SEM1,SEM1 (7979),0.035229824
NUP155,NUP155 (9631),0.035223383
RNGTT,RNGTT (8732),0.035188075
CARS1,CARS1 (833),0.035187136
NUP133,NUP133 (55746),0.03514417
SCFD1,SCFD1 (23256),0.035135105
TJAP1,TJAP1 (93643),0.035131082
ETF1,ETF1 (2107),0.03509187
PCBP2,PCBP2 (5094),0.035032332
MVD,MVD (4597),0.035004523
PDCD7,PDCD7 (10081),0.035002246
DNAAF10,DNAAF10 (116143),0.034999248
NELFA,NELFA (7469),0.034988377
PGS1,PGS1 (9489),0.03495005
EMC3,EMC3 (55831),0.03491879
RPF1,RPF1 (80135),0.034916155
GTF3C2,GTF3C2 (2976),0.034834415
TIMELESS,TIMELESS (8914),0.03483404
HNRNPC,HNRNPC (3183),0.03476188
CITED4,CITED4 (163732),0.03475394
FERMT1,FERMT1 (55612),0.034751937
KIF14,KIF14 (9928),0.034723554
WDR74,WDR74 (54663),0.034698132
HSPD1,HSPD1 (3329),0.034686055
STX18,STX18 (53407),0.034672987
ATP5MF,ATP5MF (9551),0.034640957
RPS9,RPS9 (6203),0.034630515
TCP1,TCP1 (6950),0.03462956
BRD4,BRD4 (23476),0.03462512
RFC2,RFC2 (5982),0.034622163
GOLT1B,GOLT1B (51026),0.03459398
NACA,NACA (4666),0.03452231
UBA52,UBA52 (7311),0.034453824
EIF4G1,EIF4G1 (1981),0.03444746
YARS2,YARS2 (51067),0.034444056
TMEM199,TMEM199 (147007),0.034418717
ZMAT2,ZMAT2 (153527),0.034413837
TRMT5,TRMT5 (57570),0.034378946
SMNDC1,SMNDC1 (10285),0.03431708
POP1,POP1 (10940),0.0342735
TIMM23,TIMM23 (100287932),0.03425588
GTPBP4,GTPBP4 (23560),0.03424601
RFT1,RFT1 (91869),0.034238845
UTP18,UTP18 (51096),0.034238726
IPO9,IPO9 (55705),0.03423699
TIMM10,TIMM10 (26519),0.03423435
NPB,NPB (256933),0.034198187
ISG20L2,ISG20L2 (81875),0.034166176
EIF3D,EIF3D (8664),0.034136396
WBP1L,WBP1L (54838),0.034127235
RPS6,RPS6 (6194),0.034093127
EHMT2,EHMT2 (10919),0.034072433
ATP6V1F,ATP6V1F (9296),0.034029756
HRK,HRK (8739),0.034025136
PRELID3B,PRELID3B (51012),0.034023345
MED30,MED30 (90390),0.033985414
CTSZ,CTSZ (1522),0.033951413
GTF3A,GTF3A (2971),0.03393408
POLR1B,POLR1B (84172),0.033933334
FAM32A,FAM32A (26017),0.033910897
NOP14,NOP14 (8602),0.033902973
ATP6V0B,ATP6V0B (533),0.033865154
PRPF3,PRPF3 (9129),0.033840038
TXK,TXK (7294),0.033839118
TSR2,TSR2 (90121),0.03383575
CDCA8,CDCA8 (55143),0.03382829
HAUS8,HAUS8 (93323),0.033778887
RPL30,RPL30 (6156),0.03377886
DONSON,DONSON (29980),0.03377018
SPOUT1,SPOUT1 (51490),0.033691753
MTPAP,MTPAP (55149),0.033652235
MED17,MED17 (9440),0.033617117
CHAF1B,CHAF1B (8208),0.033608392
DDX46,DDX46 (9879),0.033607125
SNRPC,SNRPC (6631),0.033591583
FNTB,FNTB (2342),0.03359031
TPR,TPR (7175),0.033587195
USP14,USP14 (9097),0.033560015
RPIA,RPIA (22934),0.03355083
FEN1,FEN1 (2237),0.033544946
STK3,STK3 (6788),0.03353934
NFYB,NFYB (4801),0.033529885
KIF23,KIF23 (9493),0.033508956
SAE1,SAE1 (10055),0.033504862
TYMS,TYMS (7298),0.033500124
BCLAF1,BCLAF1 (9774),0.033461746
ROMO1,ROMO1 (140823),0.033430245
FDX1,FDX1 (2230),0.033401873
WDR55,WDR55 (54853),0.0333948
EXOSC3,EXOSC3 (51010),0.033391606
ZNF658,ZNF658 (26149),0.03338528
RRP9,RRP9 (9136),0.03337926
FBN3,FBN3 (84467),0.033339165
DNM2,DNM2 (1785),0.033309814
TNPO3,TNPO3 (23534),0.033266794
USP8,USP8 (9101),0.033263277
PAF1,PAF1 (54623),0.033261053
ERCC3,ERCC3 (2071),0.033255834
HCFC1,HCFC1 (3054),0.033249523
PGAM4,PGAM4 (441531),0.03324434
CAPZB,CAPZB (832),0.03320419
MAT2A,MAT2A (4144),0.033203326
CC2D2A,CC2D2A (57545),0.03320158
MED11,MED11 (400569),0.033197172
WDR93,WDR93 (56964),0.033159684
RPS5,RPS5 (6193),0.033152185
BOP1,BOP1 (23246),0.033015516
MAX,MAX (4149),0.03301248
ALYREF,ALYREF (10189),0.032999706
NSF,NSF (4905),0.032998502
FARSB,FARSB (10056),0.032983623
MCM5,MCM5 (4174),0.03297742
STIL,STIL (6491),0.032967273
TAF1B,TAF1B (9014),0.032918464
PSMD14,PSMD14 (10213),0.032880682
RBX1,RBX1 (9978),0.032848854
NXT1,NXT1 (29107),0.032845
PDCD11,PDCD11 (22984),0.03283368
NAA20,NAA20 (51126),0.03282219
RHOF,RHOF (54509),0.03280666
SRBD1,SRBD1 (55133),0.03280505
PA2G4,PA2G4 (5036),0.03276168
WNT9B,WNT9B (7484),0.032741785
NUP214,NUP214 (8021),0.032732163
CCT7,CCT7 (10574),0.032712843
TAF8,TAF8 (129685),0.032696363
RAPGEF3,RAPGEF3 (10411),0.03268819
PRPF4,PRPF4 (9128),0.03260086
ALG1,ALG1 (56052),0.032591037
PSMD2,PSMD2 (5708),0.032586157
ELOC,ELOC (6921),0.03256641
CHMP3,CHMP3 (51652),0.03256158
TSR1,TSR1 (55720),0.03253632
ALG2,ALG2 (85365),0.032530196
OGT,OGT (8473),0.032500796
POLE2,POLE2 (5427),0.032500654
ZNF407,ZNF407 (55628),0.032469608
AP1S2,AP1S2 (8905),0.03246813
AARS1,AARS1 (16),0.0324603
DCTN3,DCTN3 (11258),0.03244231
SRCAP,SRCAP (10847),0.032440446
DAD1,DAD1 (1603),0.032427307
MRPL45,MRPL45 (84311),0.03242597
TUBGCP2,TUBGCP2 (10844),0.032419223
INTS4,INTS4 (92105),0.032394458
ZNF830,ZNF830 (91603),0.03235934
CNOT11,CNOT11 (55571),0.032329854
POLR3F,POLR3F (10621),0.03232341
SMR3B,SMR3B (10879),0.032299936
DPM3,DPM3 (54344),0.032294765
CENATAC,CENATAC (338657),0.032286167
DMAP1,DMAP1 (55929),0.0322786
UBE2N,UBE2N (7334),0.032268975
RPL10A,RPL10A (4736),0.032229535
RBM39,RBM39 (9584),0.032216754
SIDT1,SIDT1 (54847),0.032210436
MCM6,MCM6 (4175),0.03218435
FBXW11,FBXW11 (23291),0.032182552
INTS6,INTS6 (26512),0.032133628
RTF1,RTF1 (23168),0.032132212
H2AC15,H2AC15 (8330),0.03211692
EFL1,EFL1 (79631),0.03211569
ATP1A1,ATP1A1 (476),0.03210351
SMC4,SMC4 (10051),0.032087274
HNRNPA1,HNRNPA1 (3178),0.032085296
HOXA6,HOXA6 (3203),0.032070428
HARS1,HARS1 (3035),0.032059878
CTU2,CTU2 (348180),0.032051917
IARS1,IARS1 (3376),0.03199981
UPK2,UPK2 (7379),0.03199761
NPLOC4,NPLOC4 (55666),0.03192333
MSR1,MSR1 (4481),0.031923182
RAD17,RAD17 (5884),0.031905383
RPL10,RPL10 (6134),0.031859774
SNRNP70,SNRNP70 (6625),0.031848837
MCM7,MCM7 (4176),0.031838156
ICE1,ICE1 (23379),0.03183441
GEMIN7,GEMIN7 (79760),0.03182964
GTF2E1,GTF2E1 (2960),0.031822383
DDX21,DDX21 (9188),0.031786438
LDLR,LDLR (3949),0.03177391
PRPS1,PRPS1 (5631),0.031746585
CRCT1,CRCT1 (54544),0.031736765
PPP1R12A,PPP1R12A (4659),0.031720735
UTP15,UTP15 (84135),0.031696953
H2BC14,H2BC14 (8342),0.03168272
DHX36,DHX36 (170506),0.03166267
PPIA,PPIA (5478),0.031642623
ANAPC5,ANAPC5 (51433),0.031640504
ZNF131,ZNF131 (7690),0.03161519
UAP1,UAP1 (6675),0.031608462
HAUS7,HAUS7 (55559),0.031571463
MAGOH,MAGOH (4116),0.031562448
PPARGC1B,PPARGC1B (133522),0.031556305
SLC25A46,SLC25A46 (91137),0.031527296
UFC1,UFC1 (51506),0.031522095
ABCF1,ABCF1 (23),0.03151489
MRPL12,MRPL12 (6182),0.03147838
HSPA5,HSPA5 (3309),0.031473294
ABT1,ABT1 (29777),0.031473234
VARS2,VARS2 (57176),0.031464145
ZC3H18,ZC3H18 (124245),0.031402268
ELP3,ELP3 (55140),0.031400993
RPS25,RPS25 (6230),0.031395067
RPL35,RPL35 (11224),0.031384952
ARCN1,ARCN1 (372),0.03137514
GMNN,GMNN (51053),0.031336144
ORC1,ORC1 (4998),0.03132163
CABP4,CABP4 (57010),0.031297524
STOML1,STOML1 (9399),0.03128184
HMGCR,HMGCR (3156),0.03125114
FAM89B,FAM89B (23625),0.03124801
RAD54L2,RAD54L2 (23132),0.031245543
H2AC20,H2AC20 (8338),0.031206883
SYS1,SYS1 (90196),0.03119752
STK16,STK16 (8576),0.031182492
MED9,MED9 (55090),0.031162044
CLNS1A,CLNS1A (1207),0.03113008
EWSR1,EWSR1 (2130),0.031126915
CASKIN2,CASKIN2 (57513),0.03112328
POLR2D,POLR2D (5433),0.031082083
SRRT,SRRT (51593),0.031060128
ERVW-1,ERVW-1 (30816),0.031003838
LTO1,LTO1 (220064),0.0309351
PSMG4,PSMG4 (389362),0.03093157
SF3B4,SF3B4 (10262),0.030910674
PLK4,PLK4 (10733),0.030897189
ARF4,ARF4 (378),0.030848874
ZNF273,ZNF273 (10793),0.030836927
INTS1,INTS1 (26173),0.030830102
WDR26,WDR26 (80232),0.030792981
HSPB1,HSPB1 (3315),0.03076385
IPO11,IPO11 (51194),0.03076327
PRKRA,PRKRA (8575),0.030761326
H2AC16,H2AC16 (8332),0.030756524
FYB2,FYB2 (199920),0.030729154
PLRG1,PLRG1 (5356),0.030714732
KIF4A,KIF4A (24137),0.030700166
SDHC,SDHC (6391),0.030693706
PGD,PGD (5226),0.030686703
NHLRC2,NHLRC2 (374354),0.030679474
PTCD3,PTCD3 (55037),0.030654483
GOSR2,GOSR2 (9570),0.03060622
ANLN,ANLN (54443),0.030601742
EEFSEC,EEFSEC (60678),0.030601427
CSNK2B,CSNK2B (1460),0.030599764
C14orf28,C14orf28 (122525),0.030596616
NEK8,NEK8 (284086),0.030562093
FCGR1A,FCGR1A (2209),0.030471524
PPP4C,PPP4C (5531),0.030437721
WDR25,WDR25 (79446),0.03043344
MNAT1,MNAT1 (4331),0.030422566
LYSMD1,LYSMD1 (388695),0.03039151
DCAF4L1,DCAF4L1 (285429),0.030380528
NOL10,NOL10 (79954),0.030369716
SLC7A6OS,SLC7A6OS (84138),0.030369008
RBBP4,RBBP4 (5928),0.030361332
EMC1,EMC1 (23065),0.030351272
AAMP,AAMP (14),0.030314349
FBXO31,FBXO31 (79791),0.03031064
SIN3A,SIN3A (25942),0.03029629
LTV1,LTV1 (84946),0.030240957
MPHOSPH10,MPHOSPH10 (10199),0.030215072
SRSF10,SRSF10 (10772),0.030211326
WDR46,WDR46 (9277),0.030208312
FOXRED1,FOXRED1 (55572),0.030199127
TELO2,TELO2 (9894),0.030192886
SMIM15,SMIM15 (643155),0.030191343
DSN1,DSN1 (79980),0.03018986
RABL2A,RABL2A (11159),0.030177746
SF3B6,SF3B6 (51639),0.030175958
TSEN2,TSEN2 (80746),0.03016683
TMEM213,TMEM213 (155006),0.030148683
UBTF,UBTF (7343),0.030145595
ACSM6,ACSM6 (142827),0.03013869
TBKBP1,TBKBP1 (9755),0.030133732
PRSS50,PRSS50 (29122),0.030114334
CIT,CIT (11113),0.030106891
COX6C,COX6C (1345),0.030085338
TAF2,TAF2 (6873),0.030085076
SPCS3,SPCS3 (60559),0.030084426
TRAPPC1,TRAPPC1 (58485),0.03007761
NCAPG,NCAPG (64151),0.030075833
KIAA1143,KIAA1143 (57456),0.030069051
TXNRD1,TXNRD1 (7296),0.030048031
PPA2,PPA2 (27068),0.030033965
BTNL8,BTNL8 (79908),0.029995522
CUL1,CUL1 (8454),0.0299862
STARD7,STARD7 (56910),0.029985469
CHST4,CHST4 (10164),0.029972978
CHCHD4,CHCHD4 (131474),0.029971203
SYNGR4,SYNGR4 (23546),0.029961638
CYFIP1,CYFIP1 (23191),0.029958524
TUBGCP3,TUBGCP3 (10426),0.029956425
VEZT,VEZT (55591),0.029955426
UBE2L3,UBE2L3 (7332),0.029923616
THAP1,THAP1 (55145),0.029906778
POLR3G,POLR3G (10622),0.029905332
TLE3,TLE3 (7090),0.029895162
ZNF335,ZNF335 (63925),0.029865284
TRAPPC5,TRAPPC5 (126003),0.029845659
MED20,MED20 (9477),0.029799037
PPDPF,PPDPF (79144),0.02979415
RPL9,RPL9 (6133),0.029755482
SCG5,SCG5 (6447),0.029754119
CCNA2,CCNA2 (890),0.029747782
LY6K,LY6K (54742),0.029740104
SNIP1,SNIP1 (79753),0.02972111
LYRM4,LYRM4 (57128),0.029714756
UPB1,UPB1 (51733),0.02970408
USP17L5,USP17L5 (728386),0.02966637
JAZF1,JAZF1 (221895),0.029637864
RPL37,RPL37 (6167),0.029635508
MLST8,MLST8 (64223),0.029629692
TADA2A,TADA2A (6871),0.029629562
SDK2,SDK2 (54549),0.029615061
MRPL38,MRPL38 (64978),0.029597262
MTIF2,MTIF2 (4528),0.029576106
METTL3,METTL3 (56339),0.029572219
ENPP6,ENPP6 (133121),0.029547436
CHMP4B,CHMP4B (128866),0.029524358
ZBTB37,ZBTB37 (84614),0.029523732
TSG101,TSG101 (7251),0.029497886
TENM1,TENM1 (10178),0.02947316
DROSHA,DROSHA (29102),0.029454261
MRPS22,MRPS22 (56945),0.029448422
EIF4E,EIF4E (1977),0.029431608
SNAPC4,SNAPC4 (6621),0.029420357
AOC2,AOC2 (314),0.029387923
DHDDS,DHDDS (79947),0.029376173
CPSF6,CPSF6 (11052),0.029364811
DDX23,DDX23 (9416),0.029351575
CCDC86,CCDC86 (79080),0.029346758
ATF4,ATF4 (468),0.02934145
ATP6V0E2,ATP6V0E2 (155066),0.029318636
ACBD3,ACBD3 (64746),0.029308168
EIF3G,EIF3G (8666),0.029298427
DNAL4,DNAL4 (10126),0.029295525
RPP14,RPP14 (11102),0.02929258
CYC1,CYC1 (1537),0.029268267
ORC4,ORC4 (5000),0.02923887
DNAJC7,DNAJC7 (7266),0.029237656
BTF3,BTF3 (689),0.029234733
DPEP1,DPEP1 (1800),0.029232457
NCAPD3,NCAPD3 (23310),0.029220274
CDK9,CDK9 (1025),0.02921492
NAAA,NAAA (27163),0.029196525
NAA25,NAA25 (80018),0.029186735
OSGEP,OSGEP (55644),0.029179303
EPRS1,EPRS1 (2058),0.029155683
MCL1,MCL1 (4170),0.029131612
XPO5,XPO5 (57510),0.029074758
AATF,AATF (26574),0.029052533
TMA7,TMA7 (51372),0.0290464
UTP25,UTP25 (27042),0.029035712
BRIX1,BRIX1 (55299),0.02899377
GFM1,GFM1 (85476),0.028987745
NCALD,NCALD (83988),0.028983744
LAX1,LAX1 (54900),0.028976325
CMC1,CMC1 (152100),0.028967286
FASTKD2,FASTKD2 (22868),0.028949162
MZT1,MZT1 (440145),0.028934365
MRPS27,MRPS27 (23107),0.028934151
UQCRC1,UQCRC1 (7384),0.02893348
TTK,TTK (7272),0.028916024
METTL15,METTL15 (196074),0.028908918
TUBG1,TUBG1 (7283),0.028899083
SNTB2,SNTB2 (6645),0.028871465
SLC25A38,SLC25A38 (54977),0.028840868
HUWE1,HUWE1 (10075),0.02882944
CBFB,CBFB (865),0.028816547
PSMC1,PSMC1 (5700),0.028749423
NDUFB9,NDUFB9 (4715),0.02872628
TXN,TXN (7295),0.0287207
VTN,VTN (7448),0.028698878
PDPK1,PDPK1 (5170),0.028695155
FAM133B,FAM133B (257415),0.028686905
CASP3,CASP3 (836),0.028666709
TIMP3,TIMP3 (7078),0.02865619
GEMIN8,GEMIN8 (54960),0.028633762
CBX1,CBX1 (10951),0.028631907
SIPA1,SIPA1 (6494),0.028625889
NIFK,NIFK (84365),0.028620722
TARDBP,TARDBP (23435),0.028607903
BRCA2,BRCA2 (675),0.028589042
NDOR1,NDOR1 (27158),0.028474394
CIAPIN1,CIAPIN1 (57019),0.0284371
H2BC3,H2BC3 (3018),0.028431913
MRPL58,MRPL58 (3396),0.028406842
SCAP,SCAP (22937),0.02839429
COPS3,COPS3 (8533),0.028369801
TXNDC17,TXNDC17 (84817),0.02836699
URM1,URM1 (81605),0.028341072
DDX42,DDX42 (11325),0.028335141
TOR1AIP2,TOR1AIP2 (163590),0.028326135
ZC3H14,ZC3H14 (79882),0.028305061
CLSPN,CLSPN (63967),0.028278572
MAP2K5,MAP2K5 (5607),0.028241266
DDX51,DDX51 (317781),0.028194841
GCAT,GCAT (23464),0.028181646
NFKBIE,NFKBIE (4794),0.028171327
RPL36A,RPL36A (6173),0.028163409
DDOST,DDOST (1650),0.028153343
NDUFA13,NDUFA13 (51079),0.028120143
GPAT2,GPAT2 (150763),0.02810431
RBM42,RBM42 (79171),0.028094707
DIDO1,DIDO1 (11083),0.028075775
AVPR2,AVPR2 (554),0.028044626
C1QTNF4,C1QTNF4 (114900),0.028014705
MIS18BP1,MIS18BP1 (55320),0.028004097
NUFIP1,NUFIP1 (26747),0.02798459
TIPIN,TIPIN (54962),0.02795988
PIK3R4,PIK3R4 (30849),0.027959833
POLA2,POLA2 (23649),0.027955305
CRK,CRK (1398),0.027929107
NUP98,NUP98 (4928),0.027928615
CD8B,CD8B (926),0.027907668
LETM1,LETM1 (3954),0.027882598
PLA2G4F,PLA2G4F (255189),0.027881477
CEBPZ,CEBPZ (10153),0.0278442
LMOD3,LMOD3 (56203),0.027834779
SKP1,SKP1 (6500),0.027826937
NSMCE3,NSMCE3 (56160),0.027807942
ZNF267,ZNF267 (10308),0.027773427
KRR1,KRR1 (11103),0.027745044
MRPS23,MRPS23 (51649),0.02774135
TET1,TET1 (80312),0.027737217
GBF1,GBF1 (8729),0.027735373
NCAPH2,NCAPH2 (29781),0.02773344
CFAP410,CFAP410 (755),0.027722655
DPH3,DPH3 (285381),0.027714245
NEPRO,NEPRO (25871),0.027705327
NME4,NME4 (4833),0.027679238
WNT5B,WNT5B (81029),0.027678335
MRPL34,MRPL34 (64981),0.027674444
LIAS,LIAS (11019),0.02766763
DPPA3,DPPA3 (359787),0.027654428
NELFB,NELFB (25920),0.027646117
HPSE,HPSE (10855),0.027573789
ZNF76,ZNF76 (7629),0.027558723
RPLP0,RPLP0 (6175),0.027543783
UBE2C,UBE2C (11065),0.027543744
PAQR6,PAQR6 (79957),0.027531374
KRTAP4-2,KRTAP4-2 (85291),0.027479641
KCTD7,KCTD7 (154881),0.027449613
YPEL5,YPEL5 (51646),0.027430423
ADO,ADO (84890),0.027418632
NLE1,NLE1 (54475),0.027406143
ATP2A2,ATP2A2 (488),0.027395958
ZC3H8,ZC3H8 (84524),0.02736572
BUD23,BUD23 (114049),0.02736272
CPXM2,CPXM2 (119587),0.027358767
RAD51C,RAD51C (5889),0.027353572
LCN15,LCN15 (389812),0.02735267
UBE2J2,UBE2J2 (118424),0.027333895
CABCOCO1,CABCOCO1 (219621),0.027265862
EVA1A,EVA1A (84141),0.02726149
H2AC11,H2AC11 (8969),0.027201442
YEATS4,YEATS4 (8089),0.02717327
TGM3,TGM3 (7053),0.027168935
DHX8,DHX8 (1659),0.027159004
RPL32,RPL32 (6161),0.02714852
LARP4,LARP4 (113251),0.027146297
ANAPC13,ANAPC13 (25847),0.027109623
TPI1,TPI1 (7167),0.02707354
BLTP2,BLTP2 (9703),0.027067354
CMPK1,CMPK1 (51727),0.027046926
RPL28,RPL28 (6158),0.027039442
ZNF691,ZNF691 (51058),0.027034054
MFNG,MFNG (4242),0.027025899
PDE4DIP,PDE4DIP (9659),0.027009973
GRB7,GRB7 (2886),0.026964566
PPM1M,PPM1M (132160),0.026959613
LAMTOR5,LAMTOR5 (10542),0.026945578
SNAPC1,SNAPC1 (6617),0.026925359
SMARCE1,SMARCE1 (6605),0.02690661
PSPN,PSPN (5623),0.026901575
ZFP90,ZFP90 (146198),0.026868869
SPCS2,SPCS2 (9789),0.026860466
RSL1D1,RSL1D1 (26156),0.02683802
IFRD2,IFRD2 (7866),0.026821835
DNMBP,DNMBP (23268),0.02681266
NDUFS1,NDUFS1 (4719),0.026807467
ACTL6A,ACTL6A (86),0.02680631
NUP54,NUP54 (53371),0.026800344
ATP6V1D,ATP6V1D (51382),0.026764093
LCA5,LCA5 (167691),0.026748218
KIF12,KIF12 (113220),0.026746524
DISP2,DISP2 (85455),0.026745308
RSAD1,RSAD1 (55316),0.026740247
RRP1,RRP1 (8568),0.026727304
CD84,CD84 (8832),0.026691148
MVK,MVK (4598),0.02669095
ATP6AP2,ATP6AP2 (10159),0.026688673
HOXD9,HOXD9 (3235),0.026686328
RIN3,RIN3 (79890),0.02667554
POP7,POP7 (10248),0.026658066
SLC5A2,SLC5A2 (6524),0.0266476
THAP5,THAP5 (168451),0.026642408
UGT3A2,UGT3A2 (167127),0.026628643
RNF20,RNF20 (56254),0.02662673
COX17,COX17 (10063),0.026608221
ENY2,ENY2 (56943),0.02660689
COPS2,COPS2 (9318),0.026597489
TMEM258,TMEM258 (746),0.02657664
ATL2,ATL2 (64225),0.026560843
FOXD4,FOXD4 (2298),0.02653604
TXNL4B,TXNL4B (54957),0.026518272
GABPB1,GABPB1 (2553),0.026517471
LRRC66,LRRC66 (339977),0.02650264
FKBP1A,FKBP1A (2280),0.026481356
TWF1,TWF1 (5756),0.026478453
LENG8,LENG8 (114823),0.026466798
CDAN1,CDAN1 (146059),0.026459709
CSTF3,CSTF3 (1479),0.026427807
INTS10,INTS10 (55174),0.026401335
RACK1,RACK1 (10399),0.026393749
HNF1A,HNF1A (6927),0.02637481
URB1,URB1 (9875),0.026372207
CHMP5,CHMP5 (51510),0.026367588
PCF11,PCF11 (51585),0.026359132
RABGGTB,RABGGTB (5876),0.026348768
SNRNP40,SNRNP40 (9410),0.026346171
PLEKHO2,PLEKHO2 (80301),0.026319332
ACTR8,ACTR8 (93973),0.026286675
ZIM2,ZIM2 (23619),0.026268087
PHOSPHO1,PHOSPHO1 (162466),0.02622951
RPRD2,RPRD2 (23248),0.026216676
NDUFB11,NDUFB11 (54539),0.026214775
MCM3AP,MCM3AP (8888),0.026200328
GEMIN4,GEMIN4 (50628),0.0261744
METAP1,METAP1 (23173),0.026169604
GPN1,GPN1 (11321),0.02616759
PDCD6,PDCD6 (10016),0.026159808
TRAIP,TRAIP (10293),0.026154201
SYNPO2L,SYNPO2L (79933),0.026136223
ATP6V1G1,ATP6V1G1 (9550),0.026111785
PELO,PELO (53918),0.026090426
NOB1,NOB1 (28987),0.026084559
PPIE,PPIE (10450),0.02607325
PLPPR5,PLPPR5 (163404),0.026054453
PFDN4,PFDN4 (5203),0.026041444
UROS,UROS (7390),0.026036927
UTP4,UTP4 (84916),0.026031578
GGN,GGN (199720),0.02601885
PPP2R1A,PPP2R1A (5518),0.025972666
COX7B,COX7B (1349),0.025969567
MBD4,MBD4 (8930),0.025964588
MYC,MYC (4609),0.025961202
TIMM9,TIMM9 (26520),0.025958296
NHLRC3,NHLRC3 (387921),0.025920317
MEX3A,MEX3A (92312),0.0259179
PRDM10,PRDM10 (56980),0.025912246
RBM6,RBM6 (10180),0.025905795
HMBS,HMBS (3145),0.025904724
NUMA1,NUMA1 (4926),0.025896113
LSM11,LSM11 (134353),0.025892735
ISY1,ISY1 (57461),0.025887284
GGTLC2,GGTLC2 (91227),0.025886713
RBBP5,RBBP5 (5929),0.025879618
NOC4L,NOC4L (79050),0.025878256
MCM3,MCM3 (4172),0.025864553
MRGBP,MRGBP (55257),0.025858225
GTF3C4,GTF3C4 (9329),0.025851808
DPF2,DPF2 (5977),0.025845757
PSMC3,PSMC3 (5702),0.025798842
KRT8,KRT8 (3856),0.025786096
ACKR4,ACKR4 (51554),0.02576418
NSDHL,NSDHL (50814),0.02572911
PGAM5,PGAM5 (192111),0.025725735
KIF20A,KIF20A (10112),0.025720702
ADAT3,ADAT3 (113179),0.025709976
SPI1,SPI1 (6688),0.025708107
RNMT,RNMT (8731),0.025677714
HNRNPH1,HNRNPH1 (3187),0.025674328
LSM6,LSM6 (11157),0.025659693
TBCD,TBCD (6904),0.025654819
MRPL28,MRPL28 (10573),0.025643852
CCDC107,CCDC107 (203260),0.02563924
SLC6A6,SLC6A6 (6533),0.025633305
RMND1,RMND1 (55005),0.02559567
NPAT,NPAT (4863),0.025580216
GEMIN2,GEMIN2 (8487),0.025579706
RXRA,RXRA (6256),0.025571505
KRTAP4-12,KRTAP4-12 (83755),0.025562305
FANCD2,FANCD2 (2177),0.025551727
TMEM165,TMEM165 (55858),0.025550677
GLB1,GLB1 (2720),0.025547061
NOL9,NOL9 (79707),0.025537621
EML5,EML5 (161436),0.02552939
CLEC12A,CLEC12A (160364),0.02551784
NCAPG2,NCAPG2 (54892),0.025509736
CEP97,CEP97 (79598),0.025506182
RPAP3,RPAP3 (79657),0.025484676
SYVN1,SYVN1 (84447),0.025482394
ALG13,ALG13 (79868),0.025472298
FGD2,FGD2 (221472),0.025472134
PPIL2,PPIL2 (23759),0.025470158
SASS6,SASS6 (163786),0.02545581
WASHC5,WASHC5 (9897),0.025452573
GZMH,GZMH (2999),0.025448103
ZNF347,ZNF347 (84671),0.025434904
GUK1,GUK1 (2987),0.025434712
ADAR,ADAR (103),0.025421921
NDUFA4L2,NDUFA4L2 (56901),0.025418058
VRK1,VRK1 (7443),0.02541024
MRPS24,MRPS24 (64951),0.025405964
CCDC158,CCDC158 (339965),0.025379337
NUDT17,NUDT17 (200035),0.025369769
ZDHHC16,ZDHHC16 (84287),0.025360202
NR2C2AP,NR2C2AP (126382),0.025347326
DDX55,DDX55 (57696),0.025343614
TMEM262,TMEM262 (100130348),0.025343401
DHX38,DHX38 (9785),0.025343198
SCFD2,SCFD2 (152579),0.025338527
NUP107,NUP107 (57122),0.025300715
SSRP1,SSRP1 (6749),0.025296798
EPS15L1,EPS15L1 (58513),0.025256185
UQCRH,UQCRH (7388),0.025250591
SMG5,SMG5 (23381),0.02524599
TFAM,TFAM (7019),0.02524434
ADRB3,ADRB3 (155),0.025235226
PDAP1,PDAP1 (11333),0.025210587
PPP1CA,PPP1CA (5499),0.02520955
INO80,INO80 (54617),0.025199799
PRL,PRL (5617),0.025188895
SNRNP27,SNRNP27 (11017),0.025188489
SEMA4C,SEMA4C (54910),0.025153942
LCE2A,LCE2A (353139),0.025152016
RAB5IF,RAB5IF (55969),0.025150947
NSUN4,NSUN4 (387338),0.025141332
BRIP1,BRIP1 (83990),0.025138896
AGAP6,AGAP6 (414189),0.025129132
